"testId","tech","paramIdx","param","mddl","mda","mae_md","rmse_md","mae","rmse","dist"
18,"fourier",24,"24,3,1",7.69954159708504,17.3408336149749,0.241581951468387,17.3408336149749,0.241976749906221,0.317627327524772,0.391311125414591
18,"fourier",25,"25,3,1",12.4941980499053,17.0959969227832,0.239001143476977,17.0959969227832,0.239387153263393,0.313119362781323,0.395286669231407
18,"fourier",26,"26,3,1",12.1529160668551,16.8381937980159,0.235387567688897,16.8381937980159,0.235804702301495,0.308516136928525,0.370098300380073
18,"fourier",27,"27,3,1",12.2940930169762,16.642714314261,0.2315092462569,16.642714314261,0.231938332261665,0.304870345264957,0.354991330051096
18,"fourier",28,"28,3,1",13.6234507046458,16.4053216056783,0.229590985013042,16.4053216056783,0.230023993277796,0.300575745007441,0.351202198497967
18,"fourier",29,"29,3,1",11.3429229402526,16.2473028334603,0.228119342468738,16.2473028334603,0.228544713808224,0.297636042959461,0.312099654770202
18,"fourier",30,"30,3,1",9.34672946771525,15.9959606340235,0.225440636801117,15.9959606340235,0.225877740573149,0.29309584402977,0.274817561387235
18,"fourier",31,"31,3,1",12.7168238566663,15.7988658155653,0.221223306603528,15.7988658155653,0.221660562458504,0.289440462575183,0.291246527570947
18,"fourier",32,"32,3,1",7.67801347900908,15.7195310868548,0.220463431224958,15.7195310868548,0.220920805767475,0.287994270849424,0.243806420910579
18,"fourier",33,"33,3,1",9.20937542465161,15.4790825291977,0.217615769134379,15.4790825291977,0.218073761447529,0.283630124737222,0.228129460378954
18,"fourier",34,"34,3,1",8.13710737786926,15.2848059846596,0.215702550801289,15.2848059846596,0.216165356401168,0.28006391996517,0.205469595743457
18,"fourier",35,"35,3,1",9.87357120712084,15.1389739246396,0.214266959553318,15.1389739246396,0.214715134405959,0.277354417195063,0.203793582218613
18,"fourier",36,"36,3,1",9.31038408988386,15.0075113697879,0.211683305862183,15.0075113697879,0.212133140390709,0.274868272383503,0.187518465434615
18,"fourier",37,"37,3,1",9.78359172237313,14.9143420417164,0.21167540615966,14.9143420417164,0.21212599633251,0.273172515449041,0.183881475562909
18,"fourier",38,"38,3,1",9.75895466464757,14.7966400791836,0.211107782239144,14.7966400791836,0.211552506267838,0.271067099321869,0.173750475982055
18,"fourier",39,"39,3,1",10.5646925164641,14.6158871099954,0.2078746084645,14.6158871099954,0.20831514497553,0.267723023172852,0.16929323286461
18,"fourier",40,"40,3,1",10.0405999210492,14.4308371474154,0.206134686379937,14.4308371474154,0.20656878605396,0.264276140171426,0.147577482705286
18,"fourier",41,"41,3,1",10.0789835226608,14.2681274787865,0.204118989873396,14.2681274787865,0.204547407862048,0.26131797895016,0.135723665459679
18,"fourier",42,"42,3,1",8.86623568843002,14.1718600691,0.203035729594302,14.1718600691,0.203467946737961,0.2595327197746,0.112054418342213
18,"fourier",43,"43,3,1",9.07243490510174,14.0109910389524,0.200822103044118,14.0109910389524,0.201279469117855,0.256639120857014,0.101475865440067
18,"fourier",44,"44,3,1",7.79937216308056,13.8244033019479,0.197359108366005,13.8244033019479,0.197796201501251,0.253185664994226,0.0728162876193982
18,"fourier",45,"45,3,1",7.7007737270985,13.7196933815965,0.196615473001963,13.7196933815965,0.197053992967127,0.251288668189587,0.0629322766027347
18,"fourier",46,"46,3,1",8.41836567518651,13.5919475021153,0.19463550653974,13.5919475021153,0.195059292028582,0.248936891712098,0.0598091184576169
18,"fourier",47,"47,3,1",7.81242635439027,13.4343607571191,0.191861214760621,13.4343607571191,0.192288234675626,0.246088874493555,0.0392530628322191
18,"fourier",48,"48,3,1",7.77491597817858,13.335622608114,0.189483661541894,13.335622608114,0.189914685181966,0.244336558559563,0.0308634286177378
18,"fourier",49,"49,3,1",8.84307933594493,13.2225915227772,0.187072537309393,13.2225915227772,0.187498288163399,0.242234683400802,0.0474300140849612
18,"fourier",50,"50,3,1",7.17603084535253,13.0459645850753,0.184331384939488,13.0459645850753,0.184760131407415,0.239054171458581,0
19,"fourier",1," 1,3,1",43.8160083864207,24.0298099751631,0.354524765732324,24.0298099751631,0.354788117520866,0.439336233545634,1.4142135623731
19,"fourier",2," 2,3,1",35.3560479547817,23.7969750778085,0.346991509872024,23.7969750778085,0.34727003296524,0.435172664016932,1.24342568146743
19,"fourier",3," 3,3,1",19.4570604410772,23.3064692135552,0.334275775514401,23.3064692135552,0.33457573841217,0.426231465745136,0.990281634940434
19,"fourier",4," 4,3,1",28.5694311236165,22.8879056526252,0.328487915021331,22.8879056526252,0.328818440748555,0.418680800441641,1.06727124228027
19,"fourier",5," 5,3,1",18.9812460575704,22.4733987106473,0.320139983641192,22.4733987106473,0.320479179596427,0.411134138890765,0.914475500874508
19,"fourier",6," 6,3,1",19.344204160413,22.1282649305999,0.316551566369337,22.1282649305999,0.316879627413381,0.4048918141504,0.888666672831638
19,"fourier",7," 7,3,1",12.8267987424508,21.7752299683401,0.312353310302642,21.7752299683401,0.312660330275564,0.398546536140654,0.808032995428694
19,"fourier",8," 8,3,1",9.64200496321977,21.4157719026837,0.306217293619949,21.4157719026837,0.306536109434587,0.391850306141346,0.764235718873403
19,"fourier",9," 9,3,1",12.7883159423615,21.1523602789147,0.303314652824327,21.1523602789147,0.303665707479637,0.387076165211351,0.752124367756569
19,"fourier",10,"10,3,1",25.207218348236,20.8897572233324,0.298632846685765,20.8897572233324,0.298960565589844,0.382220345406043,0.864461670421393
19,"fourier",11,"11,3,1",10.9833428802839,20.5979262538194,0.2941043868269,20.5979262538194,0.294400677248849,0.376879104850942,0.694113167275797
19,"fourier",12,"12,3,1",10.5902519616036,20.2332287452507,0.286761354934497,20.2332287452507,0.287075398198054,0.370292484116418,0.659768556024503
19,"fourier",13,"13,3,1",9.22812142273954,19.9680973862559,0.283514467444396,19.9680973862559,0.283837051193209,0.365546620070395,0.631955196118882
19,"fourier",14,"14,3,1",14.136162843774,19.6416488283044,0.278046013264163,19.6416488283044,0.278398294834666,0.35968247996311,0.627486117068584
19,"fourier",15,"15,3,1",9.82872707151212,19.36497996106,0.271850989685243,19.36497996106,0.272227179907998,0.354690636181728,0.578788666049363
19,"fourier",16,"16,3,1",9.54845032846916,19.0499564277653,0.267337754969831,19.0499564277653,0.267747764079702,0.349028042460226,0.549454824167406
